Route_No,Bus_Model,Fuel_Type,Avg_Speed_kmph,Fuel_Consumed_Liters,Distance_Covered_km,Year,Destination,No_of_Buses_in_Route
290E,Ashok Leyland Viking,Diesel,28.2,30.89,118.4,2025,Mysuru Road,65
279F,Eicher Skyline Pro,CNG,46.6,64.12,270.2,2025,Peenya,21
60A,Volvo 8400 B7RLE,Diesel,38.8,77.63,204.2,2025,Indiranagar,48
215K,Switch EiV 12,Electric,34.3,0,149.9,2025,Kengeri,67
600A,Switch EiV 12,Electric,43.1,0,117.1,2025,Banashankari,29
279F,Volvo 8400 B7RLE,Diesel,27,59.75,169.1,2025,Peenya,51
V500C,Volvo 9400XL,Diesel,26.9,55.68,210.3,2025,ITPL,13
356C,Switch EiV 12,Electric,37,0,168.9,2025,Majestic,76
96E,Volvo 9400XL,Diesel,45.6,62.98,190.3,2025,Electronic City,50
213K,Ashok Leyland Viking,Diesel,39.1,72.12,209.2,2025,Banerghatta,33
43E,Volvo 9400XL,Diesel,44.9,72.63,253.3,2025,Hebbal,33
500D,Tata Marcopolo,CNG,46.7,60.82,247.1,2025,Whitefield,60
96E,Eicher Skyline Pro,CNG,42.4,60.72,244.1,2025,Electronic City,10
348C,Eicher Skyline Pro,CNG,43.8,60.56,196.1,2025,Marathahalli,50
401A,Tata Marcopolo,CNG,46.8,83.38,253.8,2025,RT Nagar,26
201R,Tata Marcopolo,CNG,28.2,69,241.7,2025,Yelahanka,17
401A,Switch EiV 12,Electric,29,0,223.6,2025,RT Nagar,22
201R,Switch EiV 12,Electric,45.8,0,240,2025,Yelahanka,18
290E,Volvo 9400XL,Diesel,25.2,58.56,171.6,2025,Mysuru Road,54
252H,Tata Marcopolo,CNG,49.5,49.57,195.7,2025,Bommanahalli,72
213K,Switch EiV 12,Electric,40.9,0,117.2,2025,Banerghatta,46
K1,Ashok Leyland Viking,Diesel,44.5,67.21,178.8,2025,Koramangala,39
600A,Ashok Leyland Viking,Diesel,38.5,57.65,227.4,2025,Banashankari,49
290E,Switch EiV 12,Electric,40.8,0,135.2,2025,Mysuru Road,56
60A,Eicher Skyline Pro,CNG,27.6,60.15,265,2025,Indiranagar,37
60A,Ashok Leyland Viking,Diesel,26.7,71.59,211.3,2025,Indiranagar,57
213K,Tata Marcopolo,CNG,26.7,55.72,215.8,2025,Banerghatta,47
201R,Switch EiV 12,Electric,40.5,0,136.1,2025,Yelahanka,19
77E,Volvo 8400 B7RLE,Diesel,46.8,17.7,70.1,2025,KR Puram,12
290E,Ashok Leyland Viking,Diesel,43.7,101.37,273.2,2025,Mysuru Road,15
201R,Eicher Skyline Pro,CNG,25.6,74.77,226.8,2025,Yelahanka,24
279F,Ashok Leyland Viking,Diesel,37.2,35.89,131.2,2025,Peenya,54
348C,Switch EiV 12,Electric,36.1,0,210.3,2025,Marathahalli,71
96E,Volvo 8400 B7RLE,Diesel,49.9,38.29,120.2,2025,Electronic City,67
356C,Volvo 9400XL,Diesel,29.1,43.14,159.3,2025,Majestic,16
12G,Switch EiV 12,Electric,30.5,0,212.6,2025,BTM Layout,51
213K,Volvo 9400XL,Diesel,42,22.43,78.1,2025,Banerghatta,54
365B,Switch EiV 12,Electric,48.8,0,120.1,2025,Silk Board,30
600A,Tata Marcopolo,CNG,35.8,21.11,93.2,2025,Banashankari,65
96E,Switch EiV 12,Electric,41,0,152.3,2025,Electronic City,32
290E,Volvo 9400XL,Diesel,31.9,37.1,147.5,2025,Mysuru Road,12
V500C,Switch EiV 12,Electric,47.4,0,150.1,2025,ITPL,29
43E,Switch EiV 12,Electric,30.3,0,110.6,2025,Hebbal,56
V500C,Ashok Leyland Viking,Diesel,41.3,21.88,66.8,2025,ITPL,21
96E,Ashok Leyland Viking,Diesel,36.8,63.31,250.2,2025,Electronic City,67
348C,Switch EiV 12,Electric,46.7,0,100.8,2025,Marathahalli,78
43E,Tata Marcopolo,CNG,44.3,54.11,230.9,2025,Hebbal,27
600A,Volvo 9400XL,Diesel,40.7,84.32,227.4,2025,Banashankari,42
365B,Ashok Leyland Viking,Diesel,48,19.62,67.2,2025,Silk Board,45
348C,Ashok Leyland Viking,Diesel,37,87.89,235.2,2025,Marathahalli,61
401A,Ashok Leyland Viking,Diesel,42.1,27.82,87.5,2025,RT Nagar,66
365B,Volvo 8400 B7RLE,Diesel,37.3,40.1,104.1,2025,Silk Board,12
500D,Ashok Leyland Viking,Diesel,31.7,50.86,188,2025,Whitefield,31
290E,Switch EiV 12,Electric,36.4,0,128.3,2025,Mysuru Road,77
500D,Eicher Skyline Pro,CNG,26.8,17.44,62.6,2025,Whitefield,15
348C,Eicher Skyline Pro,CNG,40,48.17,165.6,2025,Marathahalli,26
V500C,Tata Marcopolo,CNG,46.5,51.06,212.9,2025,ITPL,57
600A,Eicher Skyline Pro,CNG,37,21.76,68.7,2025,Banashankari,22
215K,Eicher Skyline Pro,CNG,49.7,35.22,113.2,2025,Kengeri,40
V500C,Switch EiV 12,Electric,40.5,0,169.8,2025,ITPL,21
356C,Volvo 9400XL,Diesel,39,85.3,214.5,2025,Majestic,66
348C,Tata Marcopolo,CNG,37.9,42.08,131.8,2025,Marathahalli,55
401A,Volvo 8400 B7RLE,Diesel,25.8,52.37,137.1,2025,RT Nagar,15
210N,Eicher Skyline Pro,CNG,28.3,38.25,147.3,2025,Jayanagar,53
356C,Volvo 8400 B7RLE,Diesel,45,75.6,211.7,2025,Majestic,58
600A,Eicher Skyline Pro,CNG,27.6,24.48,96.8,2025,Banashankari,59
290E,Ashok Leyland Viking,Diesel,25.8,55.17,215.4,2025,Mysuru Road,48
43E,Volvo 8400 B7RLE,Diesel,38.5,20.04,71.4,2025,Hebbal,25
213K,Volvo 9400XL,Diesel,42.9,67.95,251.6,2025,Banerghatta,23
77E,Ashok Leyland Viking,Diesel,45.4,51.41,134.7,2025,KR Puram,80
12G,Volvo 9400XL,Diesel,38.7,68.95,256.9,2025,BTM Layout,17
290E,Volvo 9400XL,Diesel,41.1,48.49,159.5,2025,Mysuru Road,77
96E,Volvo 9400XL,Diesel,27,85.27,220.9,2025,Electronic City,51
96E,Tata Marcopolo,CNG,29,26.56,114.4,2025,Electronic City,78
201R,Tata Marcopolo,CNG,49.4,30.87,108.2,2025,Yelahanka,79
348C,Volvo 9400XL,Diesel,44.7,28.7,100.1,2025,Marathahalli,20
356C,Eicher Skyline Pro,CNG,38.9,41.58,169.6,2025,Majestic,63
12G,Ashok Leyland Viking,Diesel,49.9,27.84,110.3,2025,BTM Layout,79
K1,Switch EiV 12,Electric,30,0,203.1,2025,Koramangala,22
V500C,Ashok Leyland Viking,Diesel,26.8,82.37,209.7,2025,ITPL,14
500D,Volvo 9400XL,Diesel,36.6,30.69,116.7,2025,Whitefield,39
348C,Volvo 8400 B7RLE,Diesel,43.6,70.1,220,2025,Marathahalli,53
V500C,Eicher Skyline Pro,CNG,34.3,30.37,136.1,2025,ITPL,37
600A,Tata Marcopolo,CNG,46.7,17.79,68.8,2025,Banashankari,33
96E,Volvo 8400 B7RLE,Diesel,43.1,48.45,156.5,2025,Electronic City,70
290E,Ashok Leyland Viking,Diesel,47.5,80.51,252.2,2025,Mysuru Road,53
348C,Tata Marcopolo,CNG,39.8,27.68,120.9,2025,Marathahalli,66
600A,Switch EiV 12,Electric,40.6,0,106.3,2025,Banashankari,14
43E,Volvo 9400XL,Diesel,43.3,73.74,198.9,2025,Hebbal,33
401A,Tata Marcopolo,CNG,47.7,66.52,217.5,2025,RT Nagar,65
12G,Volvo 8400 B7RLE,Diesel,49.3,40.52,112.3,2025,BTM Layout,58
290E,Switch EiV 12,Electric,37.3,0,248,2025,Mysuru Road,39
96E,Volvo 8400 B7RLE,Diesel,46.8,36.11,114.4,2025,Electronic City,45
V500C,Tata Marcopolo,CNG,34,44.56,173.3,2025,ITPL,40
356C,Volvo 9400XL,Diesel,34.8,24.28,96,2025,Majestic,56
96E,Eicher Skyline Pro,CNG,41.4,33.49,116.8,2025,Electronic City,29
210N,Volvo 8400 B7RLE,Diesel,28.3,58.21,230.2,2025,Jayanagar,80
60A,Eicher Skyline Pro,CNG,30.9,51.38,159.8,2025,Indiranagar,76
365B,Tata Marcopolo,CNG,38,27.76,97.3,2025,Silk Board,79
96E,Tata Marcopolo,CNG,35.8,71.86,242.4,2025,Electronic City,78
252H,Volvo 8400 B7RLE,Diesel,42.7,71.19,195.8,2025,Bommanahalli,12
V500C,Ashok Leyland Viking,Diesel,25.9,26.88,96.9,2025,ITPL,19
401A,Volvo 9400XL,Diesel,36.9,54.7,206,2025,RT Nagar,65
252H,Tata Marcopolo,CNG,39.6,55.13,237.2,2025,Bommanahalli,54
252H,Switch EiV 12,Electric,27.8,0,105.3,2025,Bommanahalli,65
279F,Switch EiV 12,Electric,26.4,0,119.3,2025,Peenya,16
252H,Switch EiV 12,Electric,48.4,0,176.9,2025,Bommanahalli,30
500D,Ashok Leyland Viking,Diesel,28.1,21.62,68.7,2025,Whitefield,67
96E,Volvo 8400 B7RLE,Diesel,32.9,81.42,265.5,2025,Electronic City,23
348C,Volvo 9400XL,Diesel,28.7,17.36,69.1,2025,Marathahalli,24
201R,Tata Marcopolo,CNG,25.1,61.5,272.3,2025,Yelahanka,10
365B,Volvo 8400 B7RLE,Diesel,46.7,63.04,200.6,2025,Silk Board,54
401A,Volvo 8400 B7RLE,Diesel,37.2,49.54,173.4,2025,RT Nagar,63
500D,Ashok Leyland Viking,Diesel,25.7,30.62,90.7,2025,Whitefield,61
V500C,Eicher Skyline Pro,CNG,30,53.61,215,2025,ITPL,44
V500C,Ashok Leyland Viking,Diesel,27.3,77.92,273.4,2025,ITPL,34
356C,Volvo 8400 B7RLE,Diesel,46.7,56.98,157.6,2025,Majestic,20
43E,Eicher Skyline Pro,CNG,46,48.09,212.4,2025,Hebbal,31
215K,Ashok Leyland Viking,Diesel,37.4,61.37,210.3,2025,Kengeri,75
279F,Ashok Leyland Viking,Diesel,39.3,98.68,251.2,2025,Peenya,77
60A,Ashok Leyland Viking,Diesel,42.2,75.34,264.8,2025,Indiranagar,35
210N,Tata Marcopolo,CNG,41.5,29.91,107.4,2025,Jayanagar,37
77E,Eicher Skyline Pro,CNG,27.7,50.99,203.3,2025,KR Puram,12
V500C,Switch EiV 12,Electric,26.2,0,279.9,2025,ITPL,59
365B,Tata Marcopolo,CNG,35.2,63.86,275,2025,Silk Board,14
60A,Volvo 8400 B7RLE,Diesel,39.2,64.34,232.1,2025,Indiranagar,29
77E,Volvo 8400 B7RLE,Diesel,35.1,84.7,253.3,2025,KR Puram,20
V500C,Eicher Skyline Pro,CNG,45.2,49.93,206.9,2025,ITPL,65
290E,Tata Marcopolo,CNG,35.9,55.72,235.5,2025,Mysuru Road,48
K1,Eicher Skyline Pro,CNG,38.6,28.72,86.4,2025,Koramangala,54
96E,Volvo 8400 B7RLE,Diesel,34.2,42.47,131.4,2025,Electronic City,51
290E,Eicher Skyline Pro,CNG,34.7,57.99,213,2025,Mysuru Road,78
V500C,Volvo 9400XL,Diesel,34.3,39.53,112.3,2025,ITPL,38
201R,Volvo 9400XL,Diesel,40.1,21.73,76.1,2025,Yelahanka,54
252H,Tata Marcopolo,CNG,36.6,54.99,196.3,2025,Bommanahalli,67
356C,Eicher Skyline Pro,CNG,38,67.2,249.9,2025,Majestic,34
500D,Tata Marcopolo,CNG,33.5,18.37,65.6,2025,Whitefield,47
210N,Eicher Skyline Pro,CNG,39.5,38.86,147.7,2025,Jayanagar,52
252H,Tata Marcopolo,CNG,44.1,45.91,193.7,2025,Bommanahalli,41
600A,Eicher Skyline Pro,CNG,48.9,72.01,218,2025,Banashankari,17
600A,Eicher Skyline Pro,CNG,25.2,25.96,103.1,2025,Banashankari,31
43E,Switch EiV 12,Electric,31.1,0,257.6,2025,Hebbal,48
210N,Ashok Leyland Viking,Diesel,26.5,67.64,263.9,2025,Jayanagar,25
348C,Volvo 9400XL,Diesel,27.5,42.55,137.4,2025,Marathahalli,69
348C,Eicher Skyline Pro,CNG,32.1,33.66,116.5,2025,Marathahalli,80
201R,Volvo 8400 B7RLE,Diesel,38.5,79.78,236.7,2025,Yelahanka,17
365B,Switch EiV 12,Electric,42.9,0,194.3,2025,Silk Board,50
290E,Volvo 9400XL,Diesel,35.3,44.73,120,2025,Mysuru Road,60
77E,Volvo 8400 B7RLE,Diesel,42,36.04,99.9,2025,KR Puram,42
215K,Tata Marcopolo,CNG,42.7,55.53,175.5,2025,Kengeri,11
348C,Volvo 8400 B7RLE,Diesel,31.4,46.85,184.8,2025,Marathahalli,22
V500C,Eicher Skyline Pro,CNG,45.1,43.5,166.4,2025,ITPL,42
279F,Ashok Leyland Viking,Diesel,40.8,17.72,69.6,2025,Peenya,44
96E,Tata Marcopolo,CNG,45.5,44.47,192.4,2025,Electronic City,46
401A,Tata Marcopolo,CNG,30.3,28.14,110.2,2025,RT Nagar,66
290E,Volvo 8400 B7RLE,Diesel,46,39.06,150.4,2025,Mysuru Road,36
60A,Ashok Leyland Viking,Diesel,30.9,37.54,137.8,2025,Indiranagar,35
365B,Volvo 8400 B7RLE,Diesel,45.6,38.43,120.5,2025,Silk Board,32
77E,Volvo 8400 B7RLE,Diesel,27.4,60.22,206.9,2025,KR Puram,21
60A,Volvo 9400XL,Diesel,39.7,57.92,159.4,2025,Indiranagar,67
60A,Ashok Leyland Viking,Diesel,46.6,78.62,222.1,2025,Indiranagar,52
365B,Eicher Skyline Pro,CNG,25.6,20.46,81.1,2025,Silk Board,31
252H,Volvo 9400XL,Diesel,38.7,67.98,193.6,2025,Bommanahalli,30
279F,Ashok Leyland Viking,Diesel,39.9,44.99,146,2025,Peenya,70
356C,Volvo 8400 B7RLE,Diesel,28.4,78.27,277.3,2025,Majestic,42
77E,Eicher Skyline Pro,CNG,35.7,36.55,149,2025,KR Puram,27
600A,Ashok Leyland Viking,Diesel,49.8,78.85,212.3,2025,Banashankari,65
12G,Eicher Skyline Pro,CNG,43.1,21.43,82.9,2025,BTM Layout,42
290E,Volvo 8400 B7RLE,Diesel,27,45.77,120.3,2025,Mysuru Road,71
V500C,Volvo 9400XL,Diesel,29.8,85.99,256.7,2025,ITPL,28
12G,Volvo 8400 B7RLE,Diesel,33.9,42.2,109.9,2025,BTM Layout,60
401A,Ashok Leyland Viking,Diesel,26.7,47.07,174.2,2025,RT Nagar,46
279F,Volvo 9400XL,Diesel,38.5,29.16,111.4,2025,Peenya,21
215K,Switch EiV 12,Electric,38.3,0,203.2,2025,Kengeri,62
401A,Eicher Skyline Pro,CNG,33.3,32.82,131.4,2025,RT Nagar,37
213K,Volvo 9400XL,Diesel,41.5,83.53,278.7,2025,Banerghatta,28
12G,Ashok Leyland Viking,Diesel,36.6,85.21,220.7,2025,BTM Layout,69
600A,Ashok Leyland Viking,Diesel,48.9,66.49,183.7,2025,Banashankari,31
77E,Ashok Leyland Viking,Diesel,30,64.11,211.8,2025,KR Puram,27
401A,Tata Marcopolo,CNG,36.3,19.67,81.3,2025,RT Nagar,77
96E,Volvo 8400 B7RLE,Diesel,41.6,36.96,136.5,2025,Electronic City,17
401A,Eicher Skyline Pro,CNG,30.9,73.35,264,2025,RT Nagar,56
43E,Eicher Skyline Pro,CNG,49.8,21.3,93.5,2025,Hebbal,54
279F,Ashok Leyland Viking,Diesel,46.1,54.49,178.8,2025,Peenya,68
213K,Volvo 8400 B7RLE,Diesel,27.2,54.28,197.2,2025,Banerghatta,53
210N,Volvo 9400XL,Diesel,45.7,23.99,88.1,2025,Jayanagar,30
279F,Ashok Leyland Viking,Diesel,25.9,73.07,215.9,2025,Peenya,79
290E,Eicher Skyline Pro,CNG,34,37.65,117.9,2025,Mysuru Road,52
60A,Tata Marcopolo,CNG,38.8,76.95,266.1,2025,Indiranagar,58
12G,Switch EiV 12,Electric,36.2,0,147.3,2025,BTM Layout,73
96E,Volvo 8400 B7RLE,Diesel,37.9,49.52,192.1,2025,Electronic City,63
V500C,Volvo 8400 B7RLE,Diesel,49.8,44.82,169.3,2025,ITPL,26
12G,Volvo 8400 B7RLE,Diesel,48.3,39.6,105.9,2025,BTM Layout,27
K1,Switch EiV 12,Electric,34.5,0,239.8,2025,Koramangala,53
K1,Volvo 8400 B7RLE,Diesel,46.7,68.27,253.2,2025,Koramangala,72
279F,Eicher Skyline Pro,CNG,32.6,74.9,233.8,2025,Peenya,51
600A,Switch EiV 12,Electric,29.3,0,148.7,2025,Banashankari,66
252H,Switch EiV 12,Electric,33.7,0,212.9,2025,Bommanahalli,41
12G,Ashok Leyland Viking,Diesel,41,73.55,274.6,2025,BTM Layout,73
348C,Switch EiV 12,Electric,46.6,0,89.2,2025,Marathahalli,35
210N,Tata Marcopolo,CNG,37.2,67.27,263,2025,Jayanagar,47
290E,Volvo 9400XL,Diesel,29.4,70.16,228.3,2025,Mysuru Road,43
K1,Ashok Leyland Viking,Diesel,28.7,48.41,147.7,2025,Koramangala,48
252H,Ashok Leyland Viking,Diesel,25.6,27.75,75,2025,Bommanahalli,10
96E,Ashok Leyland Viking,Diesel,38.7,68.86,271.9,2025,Electronic City,74
356C,Ashok Leyland Viking,Diesel,32.8,47.59,155.1,2025,Majestic,63
96E,Volvo 9400XL,Diesel,27.6,45.27,156.7,2025,Electronic City,42
356C,Volvo 9400XL,Diesel,40.5,30.93,107.5,2025,Majestic,45
96E,Volvo 9400XL,Diesel,26.5,25.44,93.4,2025,Electronic City,60
348C,Switch EiV 12,Electric,26.5,0,161.2,2025,Marathahalli,43
V500C,Ashok Leyland Viking,Diesel,26.4,78.73,278.9,2025,ITPL,49
201R,Ashok Leyland Viking,Diesel,31,101.87,276.4,2025,Yelahanka,22
215K,Volvo 8400 B7RLE,Diesel,32.6,32.7,86.7,2025,Kengeri,52
K1,Volvo 9400XL,Diesel,26.6,65.04,212.3,2025,Koramangala,54
96E,Switch EiV 12,Electric,45.3,0,279.3,2025,Electronic City,11
279F,Ashok Leyland Viking,Diesel,32.7,56.84,195.3,2025,Peenya,65
43E,Switch EiV 12,Electric,35.7,0,175.9,2025,Hebbal,22
600A,Eicher Skyline Pro,CNG,47.2,24.17,88.8,2025,Banashankari,10
365B,Volvo 9400XL,Diesel,34.2,32.94,102.8,2025,Silk Board,65
201R,Volvo 9400XL,Diesel,43.3,66.26,242.1,2025,Yelahanka,20
279F,Ashok Leyland Viking,Diesel,35.4,19.37,62.4,2025,Peenya,17
500D,Ashok Leyland Viking,Diesel,31.5,17.64,64.2,2025,Whitefield,32
77E,Eicher Skyline Pro,CNG,38.4,27.15,90.2,2025,KR Puram,15
252H,Ashok Leyland Viking,Diesel,31,15.82,62.7,2025,Bommanahalli,19
V500C,Eicher Skyline Pro,CNG,49,63.32,236.3,2025,ITPL,53
348C,Volvo 9400XL,Diesel,38.7,26.43,84.1,2025,Marathahalli,43
77E,Switch EiV 12,Electric,27.5,0,245.8,2025,KR Puram,60
600A,Eicher Skyline Pro,CNG,28.8,48.01,167.4,2025,Banashankari,25
201R,Ashok Leyland Viking,Diesel,36.9,72.52,222.2,2025,Yelahanka,68
500D,Eicher Skyline Pro,CNG,36.5,35.14,146.8,2025,Whitefield,12
279F,Ashok Leyland Viking,Diesel,48.9,69.64,256.3,2025,Peenya,21
43E,Ashok Leyland Viking,Diesel,42.2,41,129.4,2025,Hebbal,49
401A,Volvo 8400 B7RLE,Diesel,46,45.35,116,2025,RT Nagar,67
252H,Switch EiV 12,Electric,36.5,0,258.4,2025,Bommanahalli,57
12G,Volvo 8400 B7RLE,Diesel,41.5,52.1,200.2,2025,BTM Layout,73
215K,Eicher Skyline Pro,CNG,40.3,64.55,200.1,2025,Kengeri,12
77E,Ashok Leyland Viking,Diesel,28.8,48.25,174,2025,KR Puram,53
279F,Volvo 9400XL,Diesel,42,67.39,172.7,2025,Peenya,34
213K,Tata Marcopolo,CNG,42.9,25.32,78.7,2025,Banerghatta,56
201R,Ashok Leyland Viking,Diesel,25.3,19.24,75.7,2025,Yelahanka,18
356C,Volvo 9400XL,Diesel,33.8,75.49,222.3,2025,Majestic,10
215K,Tata Marcopolo,CNG,44.4,34.29,136.9,2025,Kengeri,32
365B,Volvo 9400XL,Diesel,29.4,38.03,100.7,2025,Silk Board,65
213K,Volvo 8400 B7RLE,Diesel,44.1,70.85,205.3,2025,Banerghatta,66
365B,Eicher Skyline Pro,CNG,27.1,14.51,64.6,2025,Silk Board,20
401A,Tata Marcopolo,CNG,44.2,31.75,125,2025,RT Nagar,10
215K,Volvo 9400XL,Diesel,30.1,53.69,144,2025,Kengeri,42
365B,Eicher Skyline Pro,CNG,44.4,49.25,195.3,2025,Silk Board,23
96E,Volvo 9400XL,Diesel,26,44.7,176.7,2025,Electronic City,11
V500C,Volvo 9400XL,Diesel,32.3,59.37,235.7,2025,ITPL,45
600A,Switch EiV 12,Electric,39.6,0,192.4,2025,Banashankari,17
V500C,Volvo 9400XL,Diesel,45.3,64.45,224.6,2025,ITPL,23
348C,Volvo 8400 B7RLE,Diesel,33.5,22.66,88.2,2025,Marathahalli,44
43E,Switch EiV 12,Electric,34.3,0,109.4,2025,Hebbal,44
290E,Tata Marcopolo,CNG,36,39.57,155.1,2025,Mysuru Road,18
356C,Eicher Skyline Pro,CNG,31,84.06,267.5,2025,Majestic,40
348C,Ashok Leyland Viking,Diesel,47.2,29.81,103.4,2025,Marathahalli,42
201R,Volvo 9400XL,Diesel,45.4,32.41,122.9,2025,Yelahanka,36
365B,Volvo 9400XL,Diesel,48,85.53,246.2,2025,Silk Board,64
356C,Switch EiV 12,Electric,36.5,0,226.1,2025,Majestic,21
600A,Volvo 9400XL,Diesel,43.2,66.91,245.2,2025,Banashankari,25
213K,Tata Marcopolo,CNG,29.4,53.54,204.4,2025,Banerghatta,46
213K,Tata Marcopolo,CNG,48.4,90.25,276.6,2025,Banerghatta,37
210N,Ashok Leyland Viking,Diesel,28.3,26.83,96.3,2025,Jayanagar,43
213K,Eicher Skyline Pro,CNG,30.3,63.82,239.9,2025,Banerghatta,68
290E,Switch EiV 12,Electric,43.3,0,245,2025,Mysuru Road,14
600A,Volvo 8400 B7RLE,Diesel,39.8,54.96,179.3,2025,Banashankari,41
365B,Volvo 9400XL,Diesel,39.1,35.52,125.5,2025,Silk Board,14
401A,Ashok Leyland Viking,Diesel,40.9,69.23,252.1,2025,RT Nagar,43
210N,Eicher Skyline Pro,CNG,36.5,31.59,95.2,2025,Jayanagar,69
77E,Tata Marcopolo,CNG,43.2,25.47,114.3,2025,KR Puram,54
348C,Switch EiV 12,Electric,35,0,81.8,2025,Marathahalli,59
252H,Tata Marcopolo,CNG,30.1,61.58,236,2025,Bommanahalli,10
K1,Eicher Skyline Pro,CNG,40.4,67.43,221.3,2025,Koramangala,44
401A,Tata Marcopolo,CNG,44.6,36.07,138.2,2025,RT Nagar,76
V500C,Ashok Leyland Viking,Diesel,44,23.97,61.2,2025,ITPL,75
348C,Volvo 9400XL,Diesel,30.1,56.92,224.1,2025,Marathahalli,45
43E,Eicher Skyline Pro,CNG,33.2,43.71,140.9,2025,Hebbal,25
348C,Switch EiV 12,Electric,46.9,0,127.2,2025,Marathahalli,41
201R,Tata Marcopolo,CNG,34.2,76.02,279.2,2025,Yelahanka,19
348C,Volvo 8400 B7RLE,Diesel,47.2,64.58,218.9,2025,Marathahalli,79
V500C,Ashok Leyland Viking,Diesel,35.3,41.23,146.1,2025,ITPL,43
290E,Switch EiV 12,Electric,40.5,0,60.7,2025,Mysuru Road,69
401A,Volvo 9400XL,Diesel,44.9,52.36,138.2,2025,RT Nagar,15
201R,Volvo 9400XL,Diesel,37,54.68,189.4,2025,Yelahanka,52
213K,Eicher Skyline Pro,CNG,39.5,19.34,74.3,2025,Banerghatta,62
348C,Eicher Skyline Pro,CNG,40.1,45.66,183.3,2025,Marathahalli,74
348C,Tata Marcopolo,CNG,31.7,55.95,237.1,2025,Marathahalli,50
500D,Volvo 8400 B7RLE,Diesel,26.9,65.54,169.6,2025,Whitefield,25
252H,Ashok Leyland Viking,Diesel,44.6,37.48,133.5,2025,Bommanahalli,43
500D,Switch EiV 12,Electric,37.9,0,233.5,2025,Whitefield,22
279F,Volvo 9400XL,Diesel,28.7,52.4,156.8,2025,Peenya,80
60A,Eicher Skyline Pro,CNG,27.2,46.68,155.5,2025,Indiranagar,17
252H,Ashok Leyland Viking,Diesel,43.4,47.93,191.6,2025,Bommanahalli,19
401A,Eicher Skyline Pro,CNG,41.1,73.05,265.3,2025,RT Nagar,73
V500C,Ashok Leyland Viking,Diesel,44.6,74.7,200,2025,ITPL,50
201R,Volvo 9400XL,Diesel,46,48.83,150.2,2025,Yelahanka,63
279F,Volvo 9400XL,Diesel,39.7,66.91,185.8,2025,Peenya,62
201R,Ashok Leyland Viking,Diesel,33.4,55.02,139.7,2025,Yelahanka,47
600A,Ashok Leyland Viking,Diesel,45.8,22.44,65.3,2025,Banashankari,72
43E,Tata Marcopolo,CNG,32.5,39.45,174,2025,Hebbal,52
290E,Switch EiV 12,Electric,35.7,0,117,2025,Mysuru Road,12
252H,Switch EiV 12,Electric,46,0,252,2025,Bommanahalli,23
K1,Switch EiV 12,Electric,45.1,0,100.9,2025,Koramangala,17
213K,Volvo 9400XL,Diesel,37.1,59.55,160.8,2025,Banerghatta,11
60A,Volvo 9400XL,Diesel,43.2,23.95,77.7,2025,Indiranagar,53
43E,Volvo 9400XL,Diesel,43.2,42.79,156.1,2025,Hebbal,16
279F,Ashok Leyland Viking,Diesel,40.3,35.15,95,2025,Peenya,44
252H,Switch EiV 12,Electric,41.4,0,225.3,2025,Bommanahalli,72
365B,Volvo 9400XL,Diesel,26.7,104.62,270.5,2025,Silk Board,15
348C,Ashok Leyland Viking,Diesel,31.5,42.54,122.1,2025,Marathahalli,35
279F,Eicher Skyline Pro,CNG,31.2,76.12,259.4,2025,Peenya,48
356C,Volvo 9400XL,Diesel,36.2,61.96,227.1,2025,Majestic,51
348C,Ashok Leyland Viking,Diesel,37.2,29.17,74.4,2025,Marathahalli,11
43E,Eicher Skyline Pro,CNG,47.7,23,73.8,2025,Hebbal,76
500D,Volvo 8400 B7RLE,Diesel,35.3,58.62,177.1,2025,Whitefield,70
43E,Switch EiV 12,Electric,25.5,0,258,2025,Hebbal,73
96E,Tata Marcopolo,CNG,49.1,53.64,206,2025,Electronic City,52
348C,Volvo 8400 B7RLE,Diesel,26.3,85.07,266.1,2025,Marathahalli,65
252H,Switch EiV 12,Electric,43.3,0,117.2,2025,Bommanahalli,50
77E,Switch EiV 12,Electric,31.4,0,275.9,2025,KR Puram,44
600A,Ashok Leyland Viking,Diesel,30,60.9,203.9,2025,Banashankari,80
96E,Switch EiV 12,Electric,49.3,0,162.1,2025,Electronic City,22
252H,Volvo 9400XL,Diesel,33.7,72.59,193.9,2025,Bommanahalli,26
K1,Switch EiV 12,Electric,30.6,0,93.3,2025,Koramangala,58
600A,Volvo 9400XL,Diesel,46.3,34.47,115.2,2025,Banashankari,43
43E,Volvo 8400 B7RLE,Diesel,27.9,46.2,175.1,2025,Hebbal,76
356C,Switch EiV 12,Electric,26.7,0,219,2025,Majestic,72
252H,Eicher Skyline Pro,CNG,38.6,69.08,215.7,2025,Bommanahalli,43
279F,Volvo 8400 B7RLE,Diesel,37.1,58.5,160.8,2025,Peenya,71
279F,Volvo 9400XL,Diesel,46.2,76.52,268.1,2025,Peenya,28
401A,Tata Marcopolo,CNG,35.3,40.66,161.7,2025,RT Nagar,18
365B,Switch EiV 12,Electric,26.6,0,180,2025,Silk Board,44
348C,Volvo 9400XL,Diesel,45.2,54.19,172.8,2025,Marathahalli,52
213K,Ashok Leyland Viking,Diesel,44.7,25.48,71.4,2025,Banerghatta,14
96E,Tata Marcopolo,CNG,29.1,33.44,116.9,2025,Electronic City,56
